종목명,기호,종가,변동 %,시가 총액,거래량
"와이지엔터테인먼트","122870","43.60K","4.31%","775.25B","118.89K"
"실리콘투","257720","13.26K","3.59%","772.98B","1.15M"
"제주반도체","080220","23.80K","3.03%","770.46B","1.22M"
"두산테스나","131970","48.35K","5.91%","757.10B","220.17K"
"제룡전기","033100","51.50K","10.28%","750.11B","2.08M"
"씨아이에스","222080","10.78K","4.26%","738.70B","509.49K"
"덕산테코피아","317330","38.30K","0.52%","732.41B","346.56K"
"천보","278280","73.40K","1.80%","715.95B","19.34K"
"성우하이텍","015750","9.04K","1.57%","711.93B","418.74K"
"제이오","418550","23.60K","4.89%","710.23B","149.39K"
"시노펙스","025320","8.55K","0.23%","708.57B","1.17M"
"바이오니아","064550","27.25K","0.55%","699.46B","62.86K"
"VT GMP","018290","20.65K","5.79%","698.67B","1.16M"
"메가스터디교육","215200","63.20K","2.60%","695.58B","94.62K"
"Angel Robotics","455900","51.20K","3.43%","693.74B","566.30K"
"동국제약","086450","16.22K","3.12%","691.53B","90.03K"
"우리기술투자","041190","8.71K","-0.91%","684.49B","2.80M"
"Smart Solutions","136510","11.60K","0.00%","666.44B","0.00"
"티에스이","131290","61.90K","1.64%","650.68B","102.81K"
"엠로","058970","61.80K","6.74%","649.18B","110.22K"
"자람테크놀로지","389020","109.50K","4.68%","648.28B","257.41K"
"필옵틱스","161580","30.00K","6.76%","637.26B","4.04M"
"오픈엣지테크놀로지","394280","29.65K","2.42%","628.95B","789.94K"
"에이직랜드","445090","64.50K","10.63%","622.55B","1.44M"
"넥스틴","348210","62.80K","2.95%","621.36B","92.38K"
"디어유","376300","26.90K","6.11%","601.77B","90.22K"
"에프에스티","036810","30.90K","0.98%","599.65B","1.57M"
"하림지주","003380","6.25K","1.63%","598.16B","130.51K"
"에스피지","058610","27.40K","2.62%","592.14B","104.74K"
"와이아이케이","232140","9.46K","29.95%","584.03B","48.67M"
"인텔리안테크","189300","56.80K","4.60%","570.78B","59.48K"
"이녹스첨단소재","272290","29.15K","1.04%","565.80B","109.84K"
"MIT","038340","1.33K","0.00%","564.74B","0.00"
"네이처셀","007390","8.79K","0.23%","562.66B","280.71K"
"현대힘스","460930","17.36K","7.83%","560.67B","2.57M"
"비올","335890","9.87K","1.75%","560.11B","1.61M"
"안랩","053800","64.40K","0.47%","556.76B","63.72K"
"케이엠더블유","032500","14.29K","2.36%","555.90B","121.01K"
"이엠텍","091120","34.45K","2.23%","553.93B","135.01K"
"지아이이노베이션","358570","12.89K","3.95%","547.34B","411.45K"
"필에너지","378340","26.70K","4.71%","541.81B","456.76K"
"제우스","079370","18.19K","4.84%","538.14B","928.14K"
"지씨셀","144510","36.60K","2.38%","537.06B","21.23K"
"에스티아이","039440","41.25K","13.79%","534.22B","3.70M"
"아난티","025980","6.00K","1.87%","533.81B","190.08K"
"서울반도체","046890","9.45K","0.53%","529.98B","99.95K"
"에이디테크놀로지","200710","42.05K","3.83%","528.75B","389.19K"
"클리오","237880","30.45K","1.67%","524.42B","91.18K"
"지노믹트리","228760","22.70K","3.42%","518.72B","226.08K"
"디아이티","110990","30.35K","8.01%","515.56B","6.55M"
"데브시스터즈","194480","48.80K","1.99%","514.87B","46.91K"
"테스","095610","28.90K","-1.37%","513.96B","1.54M"
"커넥트웨이브","119860","12.99K","0.62%","513.46B","120.16K"
"보로노이","310210","30.10K","2.03%","510.36B","77.64K"
"아이센스","099190","18.65K","2.14%","502.31B","127.66K"
"골프존","215000","81.60K","0.12%","499.52B","9.39K"
"윤성에프앤씨","372170","66.10K","5.76%","498.69B","37.76K"
"티앤엘","340570","60.40K","-1.15%","493.20B","114.54K"
"웹젠","069080","16.78K","0.48%","492.10B","20.17K"
"한글과컴퓨터","030520","22.15K","7.79%","490.65B","2.05M"
"칩스앤미디어","094360","23.45K","0.86%","484.14B","194.25K"
"큐렉소","060280","12.07K","3.78%","477.82B","144.31K"
"탑머티리얼","360070","59.60K","1.53%","472.46B","29.21K"
"툴젠","199800","60.60K","2.54%","468.53B","37.51K"
"에코마케팅","230360","14.88K","1.92%","468.19B","264.63K"
"서부T&D","006730","7.26K","0.28%","466.98B","58.13K"
"에코앤드림","101360","43.05K","3.61%","466.55B","885.70K"
"신라젠","215600","4.52K","0.11%","464.11B","399.26K"
"유바이오로직스","206650","12.69K","1.12%","457.51B","282.07K"
"펩트론","087010","26.85K","21.22%","456.88B","1.55M"
"엘앤씨바이오","290650","20.25K","0.75%","455.97B","56.58K"
"티이엠씨","425040","21.85K","1.86%","455.86B","324.75K"
"원익머트리얼즈","104830","35.85K","-0.28%","453.26B","38.39K"
"AP시스템","265520","32.85K","8.96%","452.86B","3.48M"
"네오셈","253590","12.25K","12.18%","451.21B","3.65M"
"다우데이타","032190","11.52K","0.52%","438.92B","31.06K"
"신흥에스이씨","243840","56.20K","0.00%","437.45B","0.00"
"바텍","043150","29.85K","1.53%","436.72B","9.98K"
"컴투스","078340","38.65K","1.05%","436.62B","22.89K"
"셀바스AI","108860","16.30K","0.56%","436.28B","132.45K"
"다원시스","068240","12.83K","0.94%","435.49B","112.45K"
"젬백스","082270","11.11K","0.63%","435.17B","27.11K"
"에스피소프트","443670","21.15K","3.17%","434.54B","9.19M"
"유티아이","179900","27.45K","0.00%","434.30B","82.45K"
"에이치엘비제약","047920","31.45K","1.78%","433.91B","351.39K"
"콜마비앤에이치","200130","15.36K","4.35%","426.72B","68.88K"
"GST","083450","48.20K","1.90%","426.29B","594.45K"
"샘씨엔에스","252990","8.59K","6.97%","424.78B","14.44M"
"인텍플러스","064290","34.75K","1.76%","422.31B","156.61K"
"쎄트렉아이","099320","39.80K","3.65%","420.53B","53.78K"
"인탑스","049070","26.25K","0.57%","420.14B","121.47K"
"파트론","091700","8.00K","1.27%","418.80B","212.30K"
"미래나노텍","095500","15.63K","2.96%","418.47B","228.66K"
"케이아이엔엑스","093320","92.10K","6.47%","418.39B","20.54K"
"월덱스","101160","25.10K","-0.59%","416.90B","229.34K"
"KG ETS","151860","8.46K","0.71%","416.67B","99.39K"
"PHC","057880","1.74K","0.00%","414.62B","0.00"
"네패스","033640","18.54K","1.87%","413.86B","302.35K"
"웰크론강원","114190","16.10K","2.16%","411.70B","66.62K"
"큐로셀","372320","31.80K","5.30%","411.10B","142.37K"
"아이패밀리에스씨","114840","24.75K","3.99%","409.41B","252.13K"
"소룩스","290690","2.79K","0.00%","407.98B","0.00"
"코스메카코리아","241710","39.05K","2.90%","405.31B","172.94K"
"한국비엔씨","256840","6.39K","4.93%","404.16B","1.75M"
"아이티엠반도체","084850","18.96K","-2.22%","403.89B","22.34K"
"이엔에프테크놀로지","102710","27.70K","-1.42%","401.49B","168.34K"
"네오위즈","095660","19.99K","1.52%","401.45B","40.54K"
"하나기술","299030","52.20K","3.98%","400.84B","40.78K"
"휴온스","243070","33.95K","1.19%","398.36B","13.99K"
"비츠로셀","082920","18.09K","1.06%","398.20B","44.64K"
"중앙디앤엠","051980","5.14K","2.19%","393.73B","1.56M"
"네패스아크","330860","33.30K","3.58%","391.72B","600.11K"
"NHN한국사이버결제","060250","11.70K","0.95%","391.35B","277.31K"
"티에프이","425420","39.40K","15.20%","389.23B","285.14K"
"켐트로닉스","089010","26.50K","0.76%","387.63B","619.74K"
"바이넥스","053030","14.60K","16.71%","386.87B","2.37M"
"RFHIC","218410","15.18K","1.74%","386.42B","69.66K"
"동국산업","005160","7.73K","3.48%","384.89B","462.68K"
"글로벌텍스프리","204620","6.96K","3.11%","383.31B","1.27M"
"카페24","042000","15.86K","0.13%","382.98B","143.17K"
"동운아나텍","094170","20.20K","0.00%","382.85B","126.29K"
"예스티","122640","21.65K","4.34%","379.12B","258.46K"
"박셀바이오","323990","16.79K","2.25%","377.55B","87.25K"
"프로텍","053610","41.85K","0.12%","376.20B","38.52K"
"현대무벡스","319400","2.90K","2.30%","374.84B","144.00K"
"아미코젠","092040","7.32K","6.71%","374.76B","1.05M"
"HB솔루션","297890","5.78K","7.04%","373.91B","3.71M"
"한국기업평가","034950","84.00K","0.24%","373.82B","2.52K"
"세경하이테크","148150","10.41K","-1.33%","372.97B","763.66K"
"퀄리타스반도체","432720","35.25K","3.68%","370.87B","112.69K"
"태웅","044490","19.27K","4.11%","370.34B","122.14K"
"HLB Innovation","024850","5.15K","1.58%","366.92B","352.67K"
"바이오플러스","099430","6.50K","1.40%","366.57B","90.71K"
"한양이엔지","045100","20.70K","-3.94%","365.01B","414.59K"
"Samhyun","437730","34.85K","1.31%","363.58B","59.28K"
"텔레칩스","054450","25.40K","3.25%","363.13B","134.30K"
"큐리옥스바이오시스템즈","445680","48.70K","9.07%","358.20B","297.82K"
"동성화인텍","033500","12.98K","5.36%","357.69B","788.69K"
"에스에이엠티","031330","3.58K","-0.97%","354.74B","666.99K"
"인바디","041830","27.65K","1.84%","353.68B","15.17K"
"위지윅스튜디오","299900","2.08K","0.00%","352.42B","410.54K"
"유니셈","036200","11.71K","0.09%","349.65B","5.57M"
"뷰노","338220","26.95K","5.89%","349.05B","164.54K"
"제이브이엠","054950","30.70K","1.32%","348.99B","144.12K"
"HB테크놀러지","078150","3.92K","0.38%","346.53B","22.11M"
"에이피티씨","089970","16.48K","4.50%","344.74B","391.35K"
"상아프론테크","089980","22.10K","0.00%","344.55B","100.17K"
"엘오티베큠","083310","21.10K","0.24%","343.96B","215.53K"
"미코","059090","11.59K","6.33%","343.31B","279.80K"
"선익시스템","171090","42.90K","9.44%","343.21B","759.92K"
"에스바이오메딕스","304360","39.00K","30.00%","341.97B","2.13M"
"휴메딕스","200670","33.55K","1.98%","341.49B","146.16K"
"아이원스","114810","12.36K","1.31%","336.66B","150.77K"
"한양디지텍","078350","23.05K","2.44%","336.25B","439.90K"
"메드팩토","235980","9.65K","-3.21%","334.80B","640.39K"
"쏠리드","050890","5.60K","2.19%","333.48B","187.66K"
"위메이드맥스","101730","10.12K","0.60%","332.12B","56.45K"
"엘비세미콘","061970","7.60K","0.26%","331.89B","263.39K"
"코엔텍","029960","6.83K","0.59%","329.86B","22.09K"
"바디텍메드","206640","15.17K","2.15%","326.24B","69.72K"
"석경에이티","357550","59.70K","0.67%","323.48B","10.13K"
"뉴로메카","348340","32.00K","4.40%","322.80B","78.89K"
"티로보틱스","117730","18.39K","2.68%","319.46B","90.16K"
"HLB바이오스텝","278650","3.85K","3.63%","318.25B","590.68K"
"인터플렉스","051370","13.97K","2.49%","317.95B","183.09K"
"유니테스트","086390","16.39K","5.54%","315.77B","367.86K"
"KH바텍","060720","14.28K","1.28%","314.11B","86.78K"
"모트렉스","118990","12.72K","0.47%","313.90B","139.11K"
"하림","136480","2.99K","1.53%","312.72B","317.13K"
"폴라리스오피스","041020","6.41K","2.07%","312.01B","862.01K"
"와이씨켐","112290","31.15K","0.97%","311.91B","3.00M"
"Earth Aerospace Manufacturing Ind","263540","40.30K","0.00%","311.67B","0.00"
"인터로조","119610","24.90K","0.00%","311.49B","0.00"
"아주IB투자","027360","2.67K","2.29%","309.38B","351.68K"
"감성코퍼레이션","036620","3.75K","11.61%","306.49B","7.05M"
"한국정보통신","025770","8.68K","1.64%","305.32B","18.02K"
"비즈니스온","138580","14.05K","4.00%","303.48B","108.55K"
"삼표시멘트","038500","2.87K","1.42%","303.27B","41.41K"
"마녀공장","439090","19.06K","3.08%","302.83B","212.20K"
"유진로봇","056080","8.20K","1.74%","302.35B","81.67K"
"덕산하이메탈","077360","6.69K","0.60%","302.16B","65.48K"
"디오","039840","21.10K","1.69%","301.38B","20.42K"
"로보티즈","108490","24.10K","2.99%","301.37B","209.92K"
"KG이니시스","035600","11.32K","0.18%","300.79B","47.62K"
"펌텍코리아","251970","24.55K","1.24%","300.66B","29.16K"
"하이록코리아","013030","26.00K","6.56%","300.01B","55.31K"
"오로스테크놀로지","322310","32.70K","1.24%","299.36B","92.51K"
"디앤씨미디어","263720","24.75K","2.91%","298.97B","110.44K"
"에이프릴바이오","397030","14.70K","6.37%","298.82B","259.29K"
"싸이토젠","217330","12.74K","-3.92%","296.53B","58.12K"
"지엔원에너지","270520","2.25K","-0.66%","296.52B","1.09M"
"로보스타","090360","30.80K","2.16%","293.96B","65.89K"
"제넥신","095700","7.09K","0.71%","291.81B","58.88K"
"태광","023160","12.01K","6.76%","291.01B","196.50K"
"파워로직스","047310","8.24K","1.23%","290.88B","407.51K"
"미래에셋벤처투자","100790","5.48K","0.37%","290.04B","95.09K"
"코미팜","041960","4.11K","-0.61%","289.73B","67.77K"
"파인엠텍","441270","8.00K","2.30%","288.66B","131.90K"
"아이쓰리시스템","214430","41.45K","2.35%","287.82B","41.92K"
"QRT","405100","25.05K","7.05%","287.57B","267.12K"
"갤럭시아머니트리","094480","7.35K","0.41%","287.16B","90.57K"
"CMG제약","058820","2.10K","2.18%","286.12B","406.40K"
"성광벤드","014620","10.88K","7.19%","283.47B","312.08K"
"엑시콘","092870","29.00K","5.45%","283.26B","1.31M"
"매일유업","267980","39.35K","0.13%","282.19B","4.82K"
"톱텍","108230","7.78K","1.04%","280.55B","56.96K"
"솔트룩스 ","304100","23.75K","3.49%","277.55B","243.62K"
"넵튠","217270","6.19K","0.65%","275.36B","10.48K"
"BCNC","146320","21.50K","-0.69%","274.86B","54.34K"
"어보브반도체","102120","16.97K","1.92%","274.70B","706.51K"
"모두투어","080160","17.00K","9.32%","274.47B","350.19K"
"원익홀딩스","030530","3.62K","0.98%","273.45B","96.86K"
"인선이엔티","060150","6.21K","1.97%","272.97B","37.28K"
"CJ프레시웨이","051500","23.10K","0.87%","271.86B","9.68K"
"비나텍","126340","47.75K","3.92%","271.85B","50.34K"
"신성에스티","416180","30.75K","1.82%","271.77B","54.65K"
"삼목에스폼","018310","20.05K","5.47%","271.74B","45.90K"
"잉글우드랩","950140","14.09K","3.07%","271.59B","340.97K"
"미래반도체","254490","19.14K","1.75%","271.58B","48.31K"
"에이스침대","003800","25.95K","1.37%","270.26B","2.36K"
"서희건설","035890","1.38K","1.40%","269.81B","170.78K"
"스튜디오미르","408900","8.23K","-3.63%","269.32B","523.01K"
"아나패스","123860","22.10K","-0.45%","269.14B","45.24K"
"국전약품","307750","5.60K","2.56%","267.92B","73.15K"
"하이비젼시스템","126700","21.35K","2.40%","267.69B","126.48K"
"티엘비","356860","28.40K","3.84%","267.28B","929.40K"
"코난테크놀로지","402030","23.70K","1.50%","266.70B","41.31K"
"하이드로리튬","101670","5.59K","2.57%","264.76B","543.48K"
"코아스템","166480","12.78K","3.90%","263.34B","859.10K"
"슈어소프트테크","298830","5.08K","0.79%","263.05B","238.76K"
"에코아이","448280","27.45K","3.98%","260.75B","40.15K"
"휴온스","084110","21.15K","-0.24%","259.66B","17.34K"
"다날","064260","4.00K","3.35%","258.82B","2.23M"
"제테마","216080","14.58K","0.69%","258.59B","56.17K"
"에브리봇","270660","22.25K","4.95%","258.46B","162.06K"
"디엔에프","092070","22.70K","1.79%","258.05B","98.85K"
"JTC","950170","5.13K","0.20%","257.48B","83.62K"
"비덴트","121800","3.32K","0.00%","256.30B","0.00"
"케이엔솔","053080","19.89K","1.79%","253.21B","208.27K"
"뷰웍스","100120","27.30K","-0.73%","252.50B","8.06K"
"코오롱생명과학","102940","22.00K","0.46%","249.93B","7.68K"
"엠케이전자","033160","11.95K","1.27%","249.42B","65.92K"
"프레스티지바이오로직스","334970","4.15K","1.97%","249.24B","65.72K"
"케이티알파","036030","5.08K","0.40%","248.04B","18.91K"
"새로닉스","042600","21.05K","4.21%","247.08B","13.75K"
"바이오다인","314930","8.63K","4.10%","246.74B","37.61K"
"나노팀","417010","12.91K","3.45%","246.16B","31.82K"
"셀리버리","268600","6.68K","0.00%","245.77B","0.00"
"이트론","096040","271.00","0.00%","245.56B","0.00"
"대명에너지","389260","14.80K","3.79%","243.13B","83.21K"
"AP위성","211270","16.65K","3.54%","242.52B","204.22K"
"비에이치아이","083650","8.20K","4.99%","241.66B","453.88K"
"인카금융서비스","211050","24.50K","0.00%","241.60B","0.00"
"크리스탈지노믹스","083790","3.18K","1.27%","240.39B","47.88K"
"젬백스링크","064800","2.18K","-7.82%","240.29B","1.86M"
"지티지웰니스","219750","2.85K","0.00%","239.58B","0.00"
"이스트소프트","047560","24.00K","-1.64%","239.53B","180.44K"
"토비스","051360","16.11K","3.47%","239.36B","59.39K"
"컨텍","451760","16.95K","3.67%","238.54B","146.33K"
"디이엔티","079810","11.08K","1.56%","238.41B","99.16K"
"앱클론","174900","15.24K","5.47%","237.32B","122.68K"
"알멕","354320","36.90K","-0.54%","237.12B","57.46K"
"동원개발","013120","2.62K","0.38%","236.56B","49.48K"
"유일로보틱스","388720","25.65K","-3.02%","236.41B","83.23K"
"코나아이","052400","17.94K","1.93%","235.96B","22.24K"
"코윈테크","282880","23.00K","4.55%","235.04B","66.77K"
"유비케어","032620","4.74K","2.27%","234.94B","120.78K"
"코세스","089890","14.76K","4.46%","234.35B","187.10K"
"나무가","190510","14.52K","0.97%","233.80B","61.22K"
"유진기업","023410","3.43K","1.03%","232.69B","144.79K"
"케이알엠","093640","8.11K","2.01%","232.25B","19.73K"
"우진엔텍","457550","25.55K","2.00%","232.25B","586.85K"
"가비아","079940","18.35K","3.67%","231.51B","34.86K"
"LS마린솔루션","060370","9.97K","5.95%","231.41B","187.42K"
"인트로메딕","150840","5.84K","0.00%","230.72B","0.00"
"뉴파워프라즈마","144960","5.76K","1.05%","230.65B","202.82K"
" 올릭스","226950","14.64K","5.02%","230.38B","34.21K"
"미래컴퍼니","049950","29.35K","1.38%","229.48B","65.79K"
"원준","382840","15.69K","3.98%","229.21B","27.94K"
"와이솔","122990","8.32K","0.60%","228.84B","35.90K"
"엠아이텍","179290","7.14K","1.42%","227.84B","101.14K"
"휴마시스","205470","1.80K","0.56%","227.71B","503.91K"
"큐라클","365270","17.04K","3.90%","227.23B","458.76K"
"인트론바이오","048530","6.98K","2.05%","227.03B","80.25K"
"메디포스트","078160","6.73K","1.36%","226.42B","31.65K"
"에이팩트","200470","5.82K","8.99%","226.21B","4.07M"
"포인트모바일","318020","18.10K","0.00%","225.59B","0.00"
"시너지이노베이션","048870","2.82K","3.49%","225.38B","165.89K"
"이수앱지스","086890","6.76K","4.48%","224.96B","115.18K"
"원익피앤이","217820","5.22K","1.56%","224.83B","68.52K"
"아바코","083930","15.86K","2.12%","223.74B","32.63K"
"나스미디어","089600","19.52K","-0.51%","221.83B","65.50K"
"쇼박스","086980","3.62K","2.40%","221.03B","162.57K"
"흥구석유","024060","14.21K","-6.51%","221.02B","2.05M"
"이베스트투자증권","078020","4.43K","1.14%","220.78B","34.00K"
"GRT","900290","3.25K","-0.92%","220.65B","229.66K"
"해성산업","034810","7.49K","0.94%","219.89B","14.18K"
"해성산업1우","03481K","8.42K","-0.82%","219.89B","1.26K"
"오상헬스케어","036220","16.20K","1.19%","217.80B","22.17K"
"그린리소스","402490","30.20K","14.83%","217.39B","3.98M"
"씨에스베어링","297090","8.03K","1.01%","216.80B","86.25K"
"와이랩","432430","13.67K","1.26%","216.20B","161.70K"
"엑세스바이오","950130","6.56K","2.82%","215.72B","92.08K"
"비츠로테크","042370","8.44K","3.18%","214.32B","400.06K"
"디와이피엔에프","104460","23.55K","6.32%","214.10B","102.63K"
"샌즈랩","411080","14.19K","0.07%","214.05B","4.51M"
"사피엔반도체","452430","27.55K","0.55%","213.74B","323.20K"
"대아티아이","045390","3.05K","1.33%","212.12B","153.71K"
"퓨릿","445180","12.83K","1.50%","211.96B","279.52K"
"한일사료","005860","5.38K","0.37%","211.20B","1.34M"
"레이","228670","13.99K","1.30%","211.07B","81.74K"
"한국알콜","017890","10.22K","0.59%","209.10B","12.72K"
"더네이쳐","298540","14.50K","2.69%","208.29B","57.32K"
"에스티큐브","052020","4.58K","3.27%","208.02B","181.79K"
"이노와이어리스","073490","27.50K","0.55%","207.97B","36.28K"
"헬릭스미스","084990","4.44K","4.72%","207.84B","104.35K"
"그래디언트","035080","15.57K","2.64%","207.54B","19.55K"
"BGF에코머티리얼즈","126600","3.94K","1.42%","206.65B","44.94K"
"상신이디피","091580","16.04K","1.58%","206.18B","71.83K"
"유비쿼스홀딩스","078070","12.38K","-0.16%","204.76B","1.85K"
"좋은사람들","033340","1.05K","0.00%","204.57B","0.00"
"피에이치에이","043370","10.44K","-0.19%","204.32B","17.53K"
"새빗켐","107600","44.60K","6.19%","204.18B","17.22K"
"드림어스컴퍼니","060570","2.77K","2.59%","204.18B","24.86K"
"코리아에프티","123410","7.39K","0.82%","204.07B","2.64M"
"어반리튬","073570","5.88K","3.70%","203.95B","573.38K"
"아스트","067390","1.01K","-7.00%","203.59B","340.42K"
"엠에스오토텍","123040","4.46K","0.68%","201.98B","114.55K"
"멀티캠퍼스","067280","34.05K","0.00%","201.81B","6.96K"
"우리기술","032820","1.35K","3.54%","200.11B","1.58M"
"큐브엔터","182360","15.06K","2.80%","200.00B","44.62K"
"미스터블루","207760","2.58K","3.19%","199.95B","435.95K"
"한국파마","032300","18.80K","2.79%","199.48B","30.84K"
"에스와이","109610","4.34K","4.07%","199.31B","455.86K"
"싸이맥스","160980","20.50K","5.24%","199.09B","453.81K"
"자이언트스텝","289220","9.16K","2.00%","198.65B","35.88K"
"컴투스홀딩스","063080","30.90K","2.49%","198.49B","13.10K"
"보광산업","225530","5.49K","0.55%","198.41B","11.41K"
"나이스정보통신","036800","22.50K","2.04%","197.46B","10.49K"
"이지홀딩스","035810","3.14K","3.63%","197.36B","174.14K"
"KX","122450","4.72K","0.53%","194.93B","6.09K"
"이랜텍","054210","7.91K","1.54%","193.87B","24.89K"
"진성티이씨","036890","9.93K","2.48%","193.66B","42.91K"
"이랜시스","264850","6.68K","4.05%","193.20B","445.85K"
"마크로젠","038290","19.70K","1.81%","193.09B","33.20K"
"와이엠티","251370","12.32K","4.41%","192.51B","52.47K"
"퓨쳐켐","220100","9.77K","12.17%","192.46B","303.12K"
"사람인에이치알","143240","17.73K","0.45%","191.61B","6.94K"
"아이디스","143160","18.53K","0.05%","191.38B","20.62K"
"랩지노믹스","084650","2.69K","4.67%","190.80B","652.49K"
"스마트레이더시스템","424960","12.80K","4.75%","188.96B","1.03M"
"한국정보인증","053300","4.76K","1.93%","188.90B","26.21K"
"에코플라스틱","038110","4.62K","-1.70%","188.84B","697.27K"
"씨티씨바이오","060590","8.02K","1.65%","188.64B","37.25K"
"휴림로봇","090710","2.71K","1.88%","187.91B","181.53K"
"노바텍","285490","19.24K","4.00%","187.35B","53.61K"
"카나리아바이오","016790","994.00","0.00%","187.34B","0.00"
