Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
043370.KQ,KR7043370006,피에이치에이,KOSDAQ,우량기업부,10690,1,10,0.09,10680,10720,10410,52968,561422430,224490000000,21000000,KSQ
038290.KQ,KR7038290003,마크로젠,KOSDAQ,우량기업부,20700,1,150,0.73,20450,21000,20450,25908,536180350,224416980000,10841400,KSQ
067390.KQ,KR7067390005,아스트,KOSDAQ,투자주의환기종목(소속부없음),1195,2,-3,-0.25,1199,1359,1186,331409,415661317,224185118950,187602610,KSQ
179290.KQ,KR7179290002,엠아이텍,KOSDAQ,우량기업부,6920,1,170,2.52,6750,7020,6750,137369,944982460,223486091760,32295678,KSQ
005720.KS,KR7005720008,넥센,KOSPI,,4160,2,-25,-0.6,4185,4195,4125,23200,96672795,222742944320,53543977,STK
900290.KQ,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3305,2,-10,-0.3,3320,3320,3260,6876,22608220,222674375000,67375000,KSQ
377190.KS,KR7377190004,디앤디플랫폼리츠,KOSPI,,3455,1,20,0.58,3440,3525,3435,60898,210804485,222502000000,64400000,STK
032300.KQ,KR7032300006,한국파마,KOSDAQ,우량기업부,20400,1,150,0.74,20250,20850,20250,30219,620182750,222496700400,10906701,KSQ
096760.KS,KR7096760004,JW홀딩스,KOSPI,,3000,1,15,0.5,3015,3020,2990,23828,71495945,221774826000,73924942,STK
071840.KS,KR7071840003,롯데하이마트,KOSPI,,9390,2,-60,-0.63,9580,9580,9390,10338,97245730,221676415680,23607712,STK
011760.KS,KR7011760006,현대코퍼레이션,KOSPI,,16750,2,-50,-0.3,16980,16980,16720,21494,361002790,221585180500,13228966,STK
039570.KS,KR7039570007,HDC랩스,KOSPI,,8500,1,50,0.59,8460,8510,8330,14656,123674610,220639608500,25957601,STK
004360.KS,KR7004360004,세방,KOSPI,,11420,2,-200,-1.72,11620,11620,11280,89930,1025761230,220505239800,19308690,STK
019680.KS,KR7019680008,대교,KOSPI,,2600,1,35,1.36,2540,2600,2540,25418,65202255,220227410000,84702850,STK
001520.KS,KR7001520006,동양,KOSPI,,922,2,-1,-0.11,923,925,916,136650,125548894,220066706086,238684063,STK
007860.KS,KR7007860000,서연,KOSPI,,9350,2,-150,-1.58,9570,9580,9290,201393,1882678720,219536541400,23479844,STK
297090.KQ,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,8050,2,-290,-3.48,8420,8420,8050,139746,1137840020,219523500000,27270000,KSQ
402490.KQ,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,26550,1,950,3.71,25700,27050,25550,249381,6590498100,219460813200,8265944,KSQ
073490.KQ,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,28850,2,-800,-2.7,29850,29850,28650,79015,2309995850,219370957100,7603846,KSQ
001130.KS,KR7001130004,대한제분,KOSPI,,129800,2,-800,-0.61,130600,130600,129300,405,52550900,219362000000,1690000,STK
091580.KQ,KR7091580001,상신이디피,KOSDAQ,우량기업부,16320,2,-290,-1.75,16800,16800,16190,116429,1912890590,219148534080,13428219,KSQ
002900.KS,KR7002900009,TYM,KOSPI,,4860,2,-75,-1.52,4935,5010,4860,154785,757305815,218947646160,45050956,STK
404990.KS,KR7404990004,신한서부티엔디리츠,KOSPI,,3900,2,-20,-0.51,3935,4000,3900,36762,144202875,218227947600,55955884,STK
200470.KQ,KR7200470003,에이팩트,KOSDAQ,우량기업부,5150,2,-70,-1.34,5270,5400,5110,979268,5124895940,218164778950,42362093,KSQ
009155.KS,KR7009151002,삼성전기우,KOSPI,,74900,1,600,0.81,74900,76200,74300,9751,733172800,217733101600,2906984,STK
095570.KS,KR7095570008,AJ네트웍스,KOSPI,,4805,2,-45,-0.93,4895,4905,4805,59648,289074265,217439506995,45252759,STK
063080.KQ,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,32950,1,200,0.61,32500,33500,32300,18753,612517800,217311576400,6595192,KSQ
000050.KS,KR7000050005,경방,KOSPI,,7920,1,100,1.28,7720,7930,7710,1933,15036550,217128938400,27415270,STK
045390.KQ,KR7045390002,대아티아이,KOSDAQ,우량기업부,3080,1,5,0.16,3075,3090,3065,104771,322454920,217058001160,70473377,KSQ
109070.KS,KR7109070003,주성코퍼레이션,KOSPI,,4100,0,0,0.0,0,0,0,0,0,216521943000,52810230,STK
000520.KS,KR7000520007,삼일제약,KOSPI,,10950,1,430,4.09,10530,11070,10500,333496,3619185100,216489373050,19770719,STK
093520.KQ,KR7093520005,매커스,KOSDAQ,우량기업부,13350,1,100,0.75,13320,13600,13170,107655,1440101780,215777278200,16163092,KSQ
109610.KQ,KR7109610006,에스와이,KOSDAQ,벤처기업부,4410,2,-150,-3.29,4550,4565,4410,678944,3044243015,215681634000,48907400,KSQ
126600.KQ,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,3980,2,-10,-0.25,4060,4100,3970,66675,267176575,215052434500,54033275,KSQ
032820.KQ,KR7032820003,우리기술,KOSDAQ,벤처기업부,1396,1,44,3.25,1352,1406,1342,2334193,3229068556,214731689752,153819262,KSQ
182360.KQ,KR7182360008,큐브엔터,KOSDAQ,중견기업부,15540,2,-400,-2.51,15940,16050,15540,63312,996557200,214524835980,13804687,KSQ
122450.KQ,KR7122450000,KX,KOSDAQ,중견기업부,4725,1,25,0.53,4720,4760,4650,19920,93392615,214212429900,45335964,KSQ
025000.KS,KR7025000001,KPX케미칼,KOSPI,,44250,2,-400,-0.9,44650,44650,44000,8193,362684050,214170000000,4840000,STK
298540.KQ,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,14510,2,-230,-1.56,14740,14740,14350,34398,497801240,214038112760,14751076,KSQ
060570.KQ,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,2830,1,55,1.98,2785,2855,2785,41417,116601260,214009051590,75621573,KSQ
036800.KQ,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,21350,2,-550,-2.51,21900,21900,20600,11618,249385750,213500000000,10000000,KSQ
096240.KQ,KR7096240007,크레버스,KOSDAQ,우량기업부,18780,1,400,2.18,18380,18780,18370,55677,1036584720,212931020400,11338180,KSQ
008060.KS,KR7008060006,대덕,KOSPI,,6270,1,40,0.64,6260,6290,6210,39739,248518570,212491240500,33890150,STK
210980.KS,KR7210980009,SK디앤디,KOSPI,,12410,2,-570,-4.39,13140,13170,12410,1130876,14518050990,211939593300,17078130,STK
264850.KQ,KR7264850009,이랜시스,KOSDAQ,중견기업부,7100,2,-100,-1.39,7240,7400,7100,833244,6040800890,211937925200,29850412,KSQ
172670.KQ,KR7172670002,에이엘티,KOSDAQ,벤처기업부,23550,1,350,1.51,24150,25200,23200,1364138,33070921200,211014099450,8960259,KSQ
005680.KS,KR7005680004,삼영전자,KOSPI,,10550,1,820,8.43,9800,10770,9620,961227,10039551370,211000000000,20000000,STK
143240.KQ,KR7143240000,사람인,KOSDAQ,우량기업부,17980,2,-110,-0.61,18090,18140,17850,12482,224372770,210532548740,11709263,KSQ
123040.KQ,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,4610,3,0,0.0,4690,4690,4580,91205,419634715,210484656970,45658277,KSQ
084990.KQ,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,4290,2,-30,-0.69,4320,4370,4230,89933,385234985,210484276860,49063934,KSQ
388870.KQ,KR7388870008,파로스아이바이오,KOSDAQ,기술성장기업부,16280,1,590,3.76,15790,16950,15750,430444,7093521410,210320701360,12918962,KSQ
000140.KS,KR7000140004,하이트진로홀딩스,KOSPI,,9050,2,-90,-0.98,9150,9170,9000,12371,112318210,210021223250,23206765,STK
452430.KQ,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,26900,2,-1150,-4.1,28800,28900,26800,373434,10389224850,209843564400,7800876,KSQ
057880.KQ,KR7057880007,피에이치씨,KOSDAQ,관리종목(소속부없음),17570,0,0,0.0,0,0,0,0,0,209792265760,11940368,KSQ
445180.KQ,KR7445180003,퓨릿,KOSDAQ,중견기업부,12510,2,-20,-0.16,12730,12810,12490,255556,3223195320,209782541880,16769188,KSQ
006060.KS,KR7006060008,화승인더,KOSPI,,3785,2,-20,-0.53,3805,3810,3700,232441,873236120,209386200000,55320000,STK
290670.KQ,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,26550,2,-50,-0.19,26650,27200,26500,13597,363084000,208620873000,7857660,KSQ
289220.KQ,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,9430,2,-620,-6.17,9900,10030,9430,98677,962319700,208608055350,22121745,KSQ
000390.KS,KR7000390005,삼화페인트,KOSPI,,7660,1,60,0.79,7790,7820,7560,242336,1858634560,208378572540,27203469,STK
004980.KS,KR7004980009,성신양회,KOSPI,,8480,2,-40,-0.47,8460,8520,8410,55431,468717800,207896299040,24516073,STK
450140.KS,KR7450140009,코오롱모빌리티그룹,KOSPI,,3310,1,55,1.69,3255,3350,3250,123485,407900215,207792697500,62777250,STK
220100.KQ,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,9400,2,-110,-1.16,9500,9650,9320,66816,632815790,207760257000,22102155,KSQ
207760.KQ,KR7207760000,미스터블루,KOSDAQ,중견기업부,2585,1,40,1.57,2535,2645,2535,616879,1605012710,207665636365,80334869,KSQ
067280.KQ,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,35000,1,50,0.14,35200,35200,34750,1962,68460850,207437265000,5926779,KSQ
074610.KS,KR7074610007,이엔플러스,KOSPI,,2955,1,5,0.17,2955,2990,2940,275407,815058170,207261805845,70139359,STK
015860.KS,KR7015860000,일진홀딩스,KOSPI,,4195,1,5,0.12,4180,4250,4145,116499,488961650,207012691185,49347483,STK
004090.KS,KR7004090007,한국석유,KOSPI,,16230,1,1120,7.41,14590,16380,14400,4132975,64613074460,206025567600,12694120,STK
033340.KQ,KR7033340001,좋은사람들,KOSDAQ,관리종목(소속부없음),2110,0,0,0.0,0,0,0,0,0,204565677380,96950558,KSQ
168360.KQ,KR7168360006,펨트론,KOSDAQ,벤처기업부,9600,2,-70,-0.72,9800,9820,9490,274920,2647824700,204367526400,21288284,KSQ
001250.KS,KR7001250000,GS글로벌,KOSPI,,2470,2,-60,-2.37,2530,2540,2465,733389,1828228080,203858397080,82533764,STK
002020.KS,KR7002020006,코오롱,KOSPI,,16100,2,-200,-1.23,16330,16330,16020,23048,371649370,203285458600,12626426,STK
003200.KS,KR7003200003,일신방직,KOSPI,,8730,1,30,0.34,8650,8740,8640,10585,92080450,203234400000,23280000,STK
090710.KQ,KR7090710005,휴림로봇,KOSDAQ,중견기업부,2870,2,-50,-1.71,2945,2945,2870,283593,818899520,203179623780,70794294,KSQ
005860.KQ,KR7005860002,한일사료,KOSDAQ,중견기업부,5150,1,40,0.78,5010,5200,4910,1716586,8648073350,202928977750,39403685,KSQ
060590.KQ,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,8390,1,160,1.94,8230,8440,8150,41768,346886480,202878757800,24181020,KSQ
054210.KQ,KR7054210000,이랜텍,KOSDAQ,우량기업부,8020,3,0,0.0,7950,8100,7950,28532,228946050,202835504200,25291210,KSQ
092200.KS,KR7092200005,디아이씨,KOSPI,,5210,2,-10,-0.19,5240,5300,5150,268882,1404263650,202609444490,38888569,STK
143160.KQ,KR7143160000,아이디스,KOSDAQ,우량기업부,18890,2,-170,-0.89,19060,19060,18750,23512,443137840,202432607100,10716390,KSQ
053300.KQ,KR7053300000,한국정보인증,KOSDAQ,우량기업부,4840,2,-15,-0.31,4820,4895,4805,41221,199799650,202197442040,41776331,KSQ
424960.KQ,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,13020,1,250,1.96,13050,13800,12870,752707,10028549910,201332686800,15463340,KSQ
225530.KQ,KR7225530005,보광산업,KOSDAQ,우량기업부,5530,1,50,0.91,5460,5540,5450,8001,43912610,200953160310,36338727,KSQ
160980.KQ,KR7160980009,싸이맥스,KOSDAQ,우량기업부,18300,2,-330,-1.77,18630,18870,18210,109929,2030626190,199913646900,10924243,KSQ
149950.KQ,KR7149950008,아바텍,KOSDAQ,중견기업부,12800,1,510,4.15,12290,12880,12260,46820,596294840,199776000000,15607500,KSQ
011280.KS,KR7011280005,태림포장,KOSPI,,2820,3,0,0.0,2810,2850,2800,73738,208251920,199672750800,70805940,STK
417310.KS,KR7417310000,코람코더원리츠,KOSPI,,4910,1,15,0.31,4895,4925,4855,37440,183466710,198364000000,40400000,STK
027970.KS,KR7027970003,한국제지,KOSPI,,1042,2,-9,-0.86,1051,1051,1029,70506,73245825,198165722954,190178237,STK
005430.KS,KR7005430004,한국공항,KOSPI,,62500,2,-1000,-1.57,63500,64300,62300,11159,704956800,197897187500,3166355,STK
339770.KS,KR7339770000,교촌에프앤비,KOSPI,,7920,1,20,0.25,7900,8000,7890,6118,48571690,197861716800,24982540,STK
462520.KS,KR7462520008,조선내화,KOSPI,,16680,2,-250,-1.48,16920,16930,16600,15454,258115880,197744202240,11855168,STK
251370.KQ,KR7251370003,와이엠티,KOSDAQ,우량기업부,12120,2,-130,-1.06,12300,12640,12070,48554,593170750,197731303680,16314464,KSQ
035810.KQ,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,3025,2,-45,-1.47,3075,3080,3020,68322,207759005,197066181125,65145845,KSQ
005945.KS,KR7005941000,NH투자증권우,KOSPI,,10430,2,-70,-0.67,10510,10590,10420,35334,369621510,196824196240,18870968,STK
010955.KS,KR7010951002,S-Oil우,KOSPI,,48900,2,-1700,-3.36,50500,50500,48600,42677,2097185150,196672230300,4021927,STK
396270.KQ,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,10880,2,-270,-2.42,11190,11330,10870,191471,2105278700,196390963200,18050640,KSQ
084650.KQ,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,2645,2,-15,-0.56,2660,2695,2640,389044,1036444000,196364773550,74239990,KSQ
285490.KQ,KR7285490009,노바텍,KOSDAQ,벤처기업부,18550,2,-190,-1.01,18900,18920,18510,14783,276640890,196181665050,10575831,KSQ
037070.KQ,KR7037070000,파세코,KOSDAQ,우량기업부,9800,2,-120,-1.21,9970,10030,9750,48645,477876250,196000000000,20000000,KSQ
131370.KQ,KR7131370009,알서포트,KOSDAQ,벤처기업부,3675,1,100,2.8,3570,3685,3570,201760,728834415,195756530025,53267083,KSQ
001080.KS,KR7001080001,만호제강,KOSPI,,47150,0,0,0.0,0,0,0,0,0,195672500000,4150000,STK
110790.KQ,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,8330,1,30,0.36,8300,8390,8220,20092,167273730,195179896800,23430960,KSQ
206560.KQ,KR7206560005,덱스터,KOSDAQ,기술성장기업부,7680,2,-240,-3.03,7890,7920,7680,73466,570757230,195162132480,25411736,KSQ
370090.KQ,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,23850,3,0,0.0,23900,24200,23450,43538,1030689800,195136645500,8181830,KSQ
002100.KS,KR7002100006,경농,KOSPI,,9960,3,0,0.0,9960,9990,9920,37067,368622210,194444847000,19522575,STK
011040.KQ,KR7011040003,경동제약,KOSDAQ,우량기업부,6290,2,-10,-0.16,6290,6310,6220,21937,137142270,193535538140,30768766,KSQ
006840.KS,KR7006840003,AK홀딩스,KOSPI,,14590,2,-10,-0.07,14790,14790,14300,2767,40031290,193281914990,13247561,STK
092730.KQ,KR7092730001,네오팜,KOSDAQ,우량기업부,23500,1,350,1.51,22900,23600,22900,44266,1029715950,192872983500,8207361,KSQ
009580.KS,KR7009580002,무림P&P,KOSPI,,3085,1,5,0.16,3080,3110,3065,19581,60285450,192406279540,62368324,STK
234080.KS,KR7234080000,JW생명과학,KOSPI,,12140,2,-110,-0.9,12350,12350,12130,13909,169477480,192231485560,15834554,STK
046440.KQ,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,4950,1,50,1.02,4885,4965,4885,30951,152660495,192186561600,38825568,KSQ
092790.KS,KR7092790005,넥스틸,KOSPI,,7390,3,0,0.0,7330,7490,7310,144332,1068346500,192154780000,26002000,STK
042520.KQ,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,14150,2,-50,-0.35,14200,14350,13980,26583,376704590,191398093050,13526367,KSQ
090350.KS,KR7090350000,노루페인트,KOSPI,,9550,1,30,0.32,9520,9610,9440,65946,629019570,191000000000,20000000,STK
023760.KQ,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,605,2,-4,-0.66,607,611,605,108035,65545086,190943793480,315609576,KSQ
068290.KS,KR7068290006,삼성출판사,KOSPI,,19090,2,-120,-0.62,19120,19480,18860,38986,744671000,190900000000,10000000,STK
063570.KQ,KR7063570006,한국전자금융,KOSDAQ,우량기업부,5590,1,50,0.9,5520,5590,5500,48096,266612380,190885799520,34147728,KSQ
294570.KQ,KR7294570007,쿠콘,KOSDAQ,벤처기업부,18600,2,-100,-0.53,18760,18900,18500,7207,134024610,190737141000,10254685,KSQ
030210.KS,KR7030210009,다올투자증권,KOSPI,,3130,2,-45,-1.42,3185,3200,3100,72781,227377805,190651761780,60911106,STK
025820.KS,KR7025820002,이구산업,KOSPI,,5700,1,120,2.15,5690,6090,5460,14572871,85241690590,190619400000,33442000,STK
065560.KQ,KR7065560005,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),11540,0,0,0.0,0,0,0,0,0,189726555040,16440776,KSQ
035510.KS,KR7035510007,신세계 I&C,KOSPI,,11030,2,-100,-0.9,11140,11140,10980,53561,591047940,189716000000,17200000,STK
411080.KQ,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,12450,1,230,1.88,12750,13380,12140,6313615,80455794830,187935713100,15095238,KSQ
451220.KQ,KR7451220008,아이엠티,KOSDAQ,기술성장기업부,23850,1,1650,7.43,22400,24600,22150,1577449,36807326100,187809472350,7874611,KSQ
138610.KQ,KR7138610001,나이벡,KOSDAQ,기술성장기업부,18350,1,560,3.15,17980,18930,17710,183267,3392481630,187734134050,10230743,KSQ
019210.KQ,KR7019210004,와이지-원,KOSDAQ,우량기업부,5590,1,50,0.9,5540,5600,5210,71458,395308520,187677648210,33573819,KSQ
321550.KQ,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,7320,1,150,2.09,7220,7360,7130,52399,380411460,187410292680,25602499,KSQ
016790.KQ,KR7016790008,카나리아바이오,KOSDAQ,관리종목(소속부없음),994,0,0,0.0,0,0,0,0,0,187340898626,188471729,KSQ
066790.KQ,KR7066790007,씨씨에스,KOSDAQ,중견기업부,3330,2,-175,-4.99,3550,3550,3330,5186063,17577038885,186563436480,56025056,KSQ
004250.KS,KR7004250007,NPC,KOSPI,,5080,2,-20,-0.39,5090,5140,5060,85075,433594730,186537600000,36720000,STK
068930.KQ,KR7068930007,디지털대성,KOSDAQ,우량기업부,6730,2,-20,-0.3,6690,6780,6600,33734,225742510,186255051660,27675342,KSQ
220260.KQ,KR7220260004,켐트로스,KOSDAQ,벤처기업부,7000,3,0,0.0,7210,7400,7000,232351,1670876460,185908149000,26558307,KSQ
002390.KS,KR7002390003,한독,KOSPI,,13450,2,-150,-1.1,13600,13600,13270,19548,261749790,185119518850,13763533,STK
097955.KS,KR7097951008,CJ제일제당 우,KOSPI,,139400,2,-100,-0.07,139500,140800,138000,2184,303379100,185044160200,1327433,STK
044450.KS,KR7044450005,KSS해운,KOSPI,,7990,2,-20,-0.25,8030,8120,7890,98055,781230370,184456181200,23085880,STK
011785.KS,KR7011781002,금호석유우,KOSPI,,61000,2,-1900,-3.02,62300,63400,61000,7792,482188700,184432646000,3023486,STK
460850.KS,KR7460850001,동국씨엠,KOSPI,,6160,2,-20,-0.32,6180,6250,6150,35626,220171860,184175720960,29898656,STK
081000.KS,KR7081000002,일진다이아,KOSPI,,12960,1,20,0.15,12850,13080,12850,7109,92249390,184070556000,14202975,STK
192440.KQ,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,29600,2,-300,-1.0,29850,29900,29600,3847,114250350,184004344800,6216363,KSQ
038540.KQ,KR7038540001,상상인,KOSDAQ,우량기업부,3320,3,0,0.0,3365,3365,3300,49947,165278075,183689999160,55328313,KSQ
007160.KS,KR7007160005,사조산업,KOSPI,,36700,2,-750,-2.0,37450,37450,36500,13860,512016250,183500000000,5000000,STK
003555.KS,KR7003551009,LG우,KOSPI,,60700,2,-400,-0.65,61300,61500,60300,7233,438654000,183412334000,3021620,STK
016450.KS,KR7016450009,한세예스24홀딩스,KOSPI,,4585,2,-90,-1.93,4730,4730,4580,18158,84162890,183400000000,40000000,STK
038110.KQ,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,4450,2,-25,-0.56,4480,4500,4450,152722,682294665,183203696500,41169370,KSQ
067080.KQ,KR7067080002,대화제약,KOSDAQ,중견기업부,9840,1,110,1.13,9680,9960,9650,37828,371833600,183187836000,18616650,KSQ
234690.KQ,KR7234690006,녹십자웰빙,KOSDAQ,우량기업부,10310,1,1020,10.98,9600,10580,9320,372219,3776274040,183025965560,17752276,KSQ
004710.KS,KR7004710000,한솔테크닉스,KOSPI,,5690,2,-80,-1.39,5800,5860,5660,92357,530787000,182705205820,32109878,STK
384470.KQ,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,14280,1,80,0.56,14380,14550,14130,88604,1268835830,182693521920,12793664,KSQ
011000.KS,KR7011000007,진원생명과학,KOSPI,,2280,1,15,0.66,2225,2290,2225,223737,506410880,182488999800,80039035,STK
219130.KQ,KR7219130002,타이거일렉,KOSDAQ,우량기업부,28900,2,-650,-2.2,30100,30750,28850,124613,3712873450,182482981000,6314290,KSQ
123410.KQ,KR7123410003,코리아에프티,KOSDAQ,우량기업부,6550,2,-50,-0.76,6700,6730,6430,1755543,11549624590,182358969200,27841064,KSQ
046210.KQ,KR7046210001,HLB파나진,KOSDAQ,벤처기업부,4435,1,25,0.57,4395,4465,4305,322951,1414281125,181899427245,41014527,KSQ
024810.KQ,KR7024810004,이화전기,KOSDAQ,관리종목(소속부없음),899,0,0,0.0,0,0,0,0,0,181597539712,201999488,KSQ
065680.KQ,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,19040,1,290,1.55,18750,19490,18210,52961,993712880,181451200000,9530000,KSQ
107590.KS,KR7107590002,미원홀딩스,KOSPI,,78200,2,-200,-0.26,78300,78300,78000,208,16260000,181424000000,2320000,STK
230240.KQ,KR7230240004,에치에프알,KOSDAQ,우량기업부,13420,2,-60,-0.45,13750,13870,13420,55218,751580880,181022728920,13489026,KSQ
071280.KQ,KR7071280002,로체시스템즈,KOSDAQ,우량기업부,11830,2,-220,-1.83,11950,12190,11800,58019,691074860,180958813490,15296603,KSQ
396470.KQ,KR7396470007,워트,KOSDAQ,중견기업부,11210,2,-160,-1.41,11580,11900,11130,2176932,24966048710,180705200000,16120000,KSQ
100250.KS,KR7100250000,진양홀딩스,KOSPI,,3230,2,-15,-0.46,3230,3245,3210,58362,188164025,180541793160,55895292,STK
